ID_ACCIDENTE,AÑO,PROVINCIA,MES,DIA_SEMANA,HORA,ZONA,TIPO_VIA,TIPO_ACCIDENTE,CONDICION_METEO,CONDICION_ILUMINACION,TOTAL_VICTIMAS,FALLECIDOS_24H,HERIDOS_GRAVES,HERIDOS_LEVES
1422,2019,Albacete,12,Miércoles,8,Travesía,Otro,Animal en calzada,Granizo,Pleno día,1,0,0,1
1423,2019,Albacete,12,Lunes,11,Travesía,Otro,Colisión frontal,Lluvia,Pleno día,1,0,0,1
1424,2019,Albacete,12,Martes,8,Travesía,Otro,Choque obstáculo lateral,Lluvia,Pleno día,1,0,0,1
1425,2019,Albacete,12,Lunes,19,Travesía,Otro,Caída de motociclista,Granizo,Noche sin iluminación,1,0,0,1
1426,2019,Albacete,12,Miércoles,13,Travesía,Otro,Choque obstáculo lateral,Granizo,Pleno día,1,0,0,1
1427,2019,Albacete,10,Lunes,19,Travesía,Otro,Colisión por alcance,Buen tiempo,Noche sin iluminación,1,0,0,1
1428,2019,Albacete,11,Jueves,9,Travesía,Otro,Colisión lateral,Buen tiempo,Pleno día,1,0,0,1
1429,2019,Albacete,7,Lunes,10,Travesía,Otro,Animal en calzada,Buen tiempo,Pleno día,2,0,0,2
1430,2019,Albacete,12,Miércoles,7,Travesía,Otro,Choque obstáculo lateral,Buen tiempo,Noche sin iluminación,1,0,0,1
1431,2019,Albacete,12,Lunes,8,Travesía,Otro,Colisión lateral,Buen tiempo,Pleno día,1,0,0,1
1432,2019,Albacete,12,Viernes,12,Travesía,Otro,Colisión por alcance,Buen tiempo,Pleno día,1,0,0,1
1433,2019,Albacete,11,Jueves,17,Travesía,Otro,Colisión lateral,Buen tiempo,Amanecer/Anochecer,1,0,0,1
1434,2019,Albacete,12,Lunes,22,Travesía,Calle peatonal,Otro tipo,Buen tiempo,Noche sin iluminación,1,0,1,0
1435,2019,Albacete,12,Viernes,10,Travesía,Otro,Colisión lateral,Buen tiempo,Pleno día,2,0,0,2
1436,2019,Albacete,12,Lunes,11,Travesía,Otro,Colisión frontolateral,Buen tiempo,Pleno día,1,0,1,0
1437,2019,Albacete,12,Domingo,23,Travesía,Otro,Colisión frontolateral,Buen tiempo,Noche sin iluminación,1,0,0,1
1438,2019,Albacete,12,Lunes,22,Travesía,Otro,Colisión frontolateral,Buen tiempo,Noche sin iluminación,3,0,0,3
1439,2019,Albacete,12,Lunes,23,Travesía,Otro,Objeto desprendido,Buen tiempo,Pleno día,1,0,0,1
1440,2019,Albacete,12,Domingo,14,Travesía,Otro,Colisión por alcance,Buen tiempo,Pleno día,1,0,0,1
1441,2019,Albacete,12,Jueves,17,Travesía,Otro,Animal en calzada,Lluvia,Pleno día,1,0,0,1
1442,2019,Albacete,12,Martes,21,Travesía,Otro,Choque obstáculo lateral,Buen tiempo,Noche con iluminación,1,0,0,1
1443,2019,Albacete,12,Jueves,13,Travesía,Otro urbano,Colisión lateral,Lluvia,Pleno día,1,0,0,1
1444,2019,Albacete,12,Jueves,18,Travesía,Otro urbano,Colisión por alcance,Lluvia,Noche sin iluminación,1,0,0,1
1445,2019,Albacete,12,Jueves,11,Travesía,Otro,Choque obstáculo lateral,Lluvia,Pleno día,1,0,1,0
1446,2019,Albacete,12,Domingo,21,Travesía,Otro,Animal en calzada,Granizo,Noche sin iluminación,1,0,0,1
1447,2019,Albacete,12,Martes,0,Travesía,Otro,Animal en calzada,Buen tiempo,Noche sin iluminación,1,0,0,1
1448,2019,Albacete,12,Martes,22,Travesía,Otro,Animal en calzada,Granizo,Noche sin iluminación,1,0,0,1
1449,2019,Albacete,12,Martes,11,Travesía,Otro urbano,Colisión frontolateral,Buen tiempo,Pleno día,1,0,0,1
1450,2019,Albacete,12,Viernes,17,Travesía,Otro,Choque obstáculo lateral,Buen tiempo,Pleno día,1,0,0,1
1451,2019,Albacete,12,Sábado,5,Travesía,Otro,Animal en calzada,Lluvia,Noche sin iluminación,1,0,0,1
1452,2019,Albacete,12,Miércoles,10,Travesía,Otro,Colisión frontolateral,Buen tiempo,Pleno día,1,0,0,1
1453,2019,Albacete,12,Sábado,14,Travesía,Otro,Colisión lateral,Buen tiempo,Pleno día,1,0,0,1
1454,2019,Albacete,12,Viernes,13,Zona interurbana,Camino vecinal,Colisión frontolateral,Buen tiempo,Pleno día,2,0,0,2
1455,2019,Albacete,3,Lunes,16,Zona interurbana,Calle,Choque obstáculo mediana,Buen tiempo,Pleno día,1,0,0,1
1456,2019,Albacete,4,Domingo,16,Zona interurbana,Vía urbana,Atropello a ciclista,Buen tiempo,Pleno día,2,0,2,0
1457,2019,Albacete,5,Jueves,16,Zona interurbana,Vía urbana,Salida vía izquierda,Buen tiempo,Pleno día,2,0,1,1
1458,2019,Albacete,6,Sábado,18,Zona interurbana,Vía urbana,Se desconoce,Buen tiempo,Pleno día,1,0,1,0
1459,2019,Albacete,10,Domingo,15,Zona interurbana,Vía urbana,Colisión frontolateral,Buen tiempo,Pleno día,1,0,0,1
1460,2019,Albacete,10,Domingo,10,Zona interurbana,Vía urbana,Se desconoce,Granizo,Pleno día,1,0,0,1
1461,2019,Albacete,1,Miércoles,12,Travesía,Otro,Choque obstáculo lateral,Buen tiempo,Pleno día,1,0,0,1
1462,2019,Albacete,2,Martes,15,Travesía,Otro urbano,Colisión frontolateral,Buen tiempo,Pleno día,1,0,1,0
1463,2019,Albacete,5,Miércoles,4,Zona interurbana,Vía convencional,Colisión por alcance,Buen tiempo,Se desconoce,3,1,2,0
1464,2019,Albacete,9,Miércoles,13,Zona interurbana,Ramal/enlace,Choque obstáculo mediana,Buen tiempo,Pleno día,1,0,1,0
1465,2019,Albacete,10,Viernes,22,Zona interurbana,Vía convencional,Objeto desprendido,Buen tiempo,Se desconoce,2,0,0,2
1466,2019,Albacete,11,Viernes,14,Zona interurbana,Vía urbana,Atropello a ciclista,Buen tiempo,Pleno día,2,0,0,2
1467,2019,Albacete,12,Lunes,5,Zona interurbana,Vía urbana,Choque con bordillo,Buen tiempo,Se desconoce,2,0,0,2
1468,2019,Albacete,1,Sábado,12,Zona interurbana,Calle,Se desconoce,Buen tiempo,Pleno día,1,0,1,0
1469,2019,Albacete,3,Domingo,7,Zona interurbana,Vía urbana,Choque obstáculo mediana,Buen tiempo,Pleno día,1,0,1,0
1470,2019,Albacete,8,Miércoles,13,Zona interurbana,Vía urbana,Colisión frontal,Buen tiempo,Pleno día,4,0,1,3
1471,2019,Albacete,4,Domingo,10,Zona interurbana,Vía urbana,Colisión frontal,Buen tiempo,Pleno día,1,1,0,0
1472,2019,Albacete,7,Martes,15,Zona interurbana,Vía urbana,Atropello a ciclista,Buen tiempo,Pleno día,1,0,1,0
1473,2019,Albacete,1,Sábado,13,Zona interurbana,Vía urbana,Colisión frontolateral,Buen tiempo,Pleno día,2,0,0,2
1474,2019,Albacete,12,Domingo,17,Travesía,Otro,Atropello a peatón,Buen tiempo,Pleno día,1,0,0,1
1475,2019,Albacete,3,Sábado,5,Travesía,Otro,Se desconoce,Otro,Se desconoce,1,0,0,1
1476,2019,Albacete,5,Domingo,16,Zona interurbana,Vía urbana,Otro tipo,Buen tiempo,Pleno día,1,0,0,1
1477,2019,Albacete,4,Domingo,1,Travesía,Otro,Choque obstáculo lateral,Buen tiempo,Noche sin iluminación,2,0,0,2
1478,2019,Albacete,11,Jueves,15,Zona interurbana,Vía urbana,Colisión frontolateral,Buen tiempo,Pleno día,1,0,0,1
1479,2019,Albacete,2,Sábado,21,Zona interurbana,Vía urbana,Salida vía izquierda,Buen tiempo,Se desconoce,1,0,1,0
1480,2019,Albacete,2,Lunes,19,Zona interurbana,Vía urbana,Colisión frontal,Buen tiempo,Se desconoce,4,0,2,2
1481,2019,Albacete,6,Jueves,19,Zona interurbana,Vía urbana,Caída de ocupante,Buen tiempo,Pleno día,1,0,0,1
1482,2019,Albacete,6,Domingo,10,Zona interurbana,Calle,Caída de ocupante,Buen tiempo,Pleno día,1,0,1,0
1483,2019,Albacete,8,Jueves,9,Zona interurbana,Vía urbana,Se desconoce,Buen tiempo,Pleno día,5,0,1,4
1484,2019,Albacete,9,Domingo,10,Zona interurbana,Vía urbana,Se desconoce,Buen tiempo,Pleno día,1,0,1,0
1485,2019,Albacete,4,Martes,9,Zona interurbana,Vía urbana,Colisión frontal,Lluvia,Pleno día,2,0,2,0
1486,2019,Albacete,4,Martes,20,Travesía,Otro,Animal en calzada,Buen tiempo,Noche con iluminación,1,0,0,1
1487,2019,Albacete,2,Viernes,14,Travesía,Otro,Colisión frontolateral,Buen tiempo,Pleno día,1,0,0,1
1488,2019,Albacete,4,Lunes,21,Zona urbana,Vía urbana,Colisión frontolateral,Buen tiempo,Noche sin iluminación,2,0,0,2
1489,2019,Albacete,10,Viernes,21,Zona interurbana,Vía urbana,Colisión frontal,Buen tiempo,Noche sin iluminación,1,0,0,1
1490,2019,Albacete,11,Viernes,1,Travesía,Otro,Otro tipo,Buen tiempo,Noche sin iluminación,1,0,1,0
1491,2019,Albacete,2,Jueves,12,Zona interurbana,Vía urbana,Colisión frontolateral,Buen tiempo,Pleno día,1,0,0,1
1492,2019,Albacete,5,Sábado,12,Zona interurbana,Calle,Atropello a ciclista,Lluvia,Pleno día,1,0,0,1
1493,2019,Albacete,6,Martes,13,Zona interurbana,Vía convencional,Choque obstáculo mediana,Buen tiempo,Pleno día,1,0,1,0
1494,2019,Albacete,9,Jueves,9,Zona interurbana,Calle,Atropello a ciclista,Nieve,Pleno día,2,2,0,0
1495,2019,Albacete,11,Domingo,3,Zona interurbana,Vía urbana,Caída de ocupante,Lluvia,Se desconoce,1,1,0,0
1496,2019,Albacete,4,Domingo,3,Zona interurbana,Vía urbana,Choque obstáculo lateral,Lluvia,Se desconoce,1,0,1,0
1497,2019,Albacete,4,Viernes,14,Zona interurbana,Vía urbana,Colisión frontolateral,Granizo,Pleno día,1,0,0,1
1498,2019,Albacete,4,Miércoles,17,Zona interurbana,Vía convencional,Atropello a ciclista,Buen tiempo,Pleno día,3,0,0,3
1499,2019,Albacete,5,Miércoles,17,Zona interurbana,Vía urbana,Colisión frontal,Lluvia,Pleno día,1,0,0,1
1500,2019,Albacete,5,Jueves,15,Zona interurbana,Vía convencional,Animal en calzada,Buen tiempo,Pleno día,1,0,0,1
1501,2019,Albacete,6,Jueves,17,Zona interurbana,Vía convencional,Salida vía izquierda,Buen tiempo,Pleno día,1,0,0,1
1502,2019,Albacete,7,Jueves,16,Travesía,Otro,Objeto desprendido,Buen tiempo,Pleno día,1,0,0,1
1503,2019,Albacete,8,Sábado,9,Zona interurbana,Vía urbana,Atropello a ciclista,Buen tiempo,Pleno día,2,0,1,1
1504,2019,Albacete,10,Jueves,5,Zona interurbana,Vía convencional,Atropello a ciclista,Buen tiempo,Se desconoce,1,0,1,0
1505,2019,Albacete,10,Domingo,23,Zona interurbana,Vía convencional,Atropello a ciclista,Lluvia,Se desconoce,1,0,0,1
1506,2019,Albacete,10,Lunes,9,Zona interurbana,Vía convencional,Caída de ocupante,Buen tiempo,Pleno día,1,0,0,1
1507,2019,Albacete,11,Martes,4,Travesía,Otro,Atropello a ciclista,Buen tiempo,Noche sin iluminación,1,0,0,1
1508,2019,Albacete,12,Martes,15,Zona interurbana,Vía convencional,Choque obstáculo lateral,Buen tiempo,Pleno día,1,1,0,0
1509,2019,Albacete,12,Lunes,14,Zona interurbana,Vía convencional,Choque obstáculo mediana,Buen tiempo,Pleno día,1,0,1,0
1510,2019,Albacete,2,Domingo,14,Zona interurbana,Vía urbana,Se desconoce,Buen tiempo,Pleno día,1,0,0,1
1511,2019,Albacete,6,Domingo,12,Zona interurbana,Vía urbana,Atropello a ciclista,Buen tiempo,Pleno día,1,0,0,1
1512,2019,Albacete,11,Miércoles,15,Zona urbana,Vía urbana,Choque obstáculo lateral,Buen tiempo,Pleno día,1,0,0,1
1513,2019,Albacete,12,Lunes,20,Zona urbana,Vía urbana,Salida vía izquierda,Granizo,Noche con iluminación,1,0,0,1
1514,2019,Albacete,1,Viernes,17,Zona interurbana,Vía urbana,Colisión frontal,Buen tiempo,Pleno día,2,0,0,2
1515,2019,Albacete,8,Domingo,12,Zona interurbana,Vía urbana,Colisión lateral,Buen tiempo,Pleno día,2,0,0,2
1516,2019,Albacete,12,Martes,15,Zona interurbana,Vía urbana,Caída de ocupante,Granizo,Pleno día,2,0,0,2
1517,2019,Albacete,8,Sábado,7,Travesía,Otro,Atropello a peatón,Buen tiempo,Amanecer/Anochecer,1,0,0,1
1518,2019,Albacete,7,Martes,6,Zona interurbana,Vía urbana,Colisión frontolateral,Buen tiempo,Amanecer/Anochecer,2,0,0,2
1519,2019,Albacete,11,Viernes,16,Zona interurbana,Vía urbana,Otro tipo,Buen tiempo,Pleno día,1,0,0,1
1520,2019,Albacete,5,Sábado,20,Zona interurbana,Vía urbana,Choque obstáculo mediana,Buen tiempo,Pleno día,1,0,0,1
1521,2019,Albacete,1,Miércoles,16,Zona interurbana,Vía urbana,Atropello a ciclista,Buen tiempo,Pleno día,1,0,1,0
1522,2019,Albacete,1,Domingo,17,Travesía,Otro,Choque obstáculo lateral,Buen tiempo,Amanecer/Anochecer,1,0,0,1
1523,2019,Albacete,1,Miércoles,18,Travesía,Otro,Colisión por alcance,Buen tiempo,Noche con iluminación,1,0,0,1
1524,2019,Albacete,1,Viernes,19,Travesía,Otro,Choque obstáculo lateral,Buen tiempo,Noche sin iluminación,1,0,0,1
1525,2019,Albacete,1,Domingo,19,Travesía,Otro,Choque obstáculo lateral,Buen tiempo,Noche sin iluminación,1,0,0,1
1526,2019,Albacete,2,Jueves,19,Zona interurbana,Vía urbana,Colisión frontolateral,Buen tiempo,Se desconoce,1,0,1,0
1527,2019,Albacete,2,Viernes,16,Travesía,Otro,Colisión por alcance,Buen tiempo,Pleno día,1,0,0,1
1528,2019,Albacete,2,Sábado,21,Travesía,Otro,Colisión frontolateral,Buen tiempo,Noche sin iluminación,6,0,0,6
1529,2019,Albacete,2,Sábado,9,Zona interurbana,Vía urbana,Salida vía izquierda,Buen tiempo,Pleno día,2,1,1,0
1530,2019,Albacete,2,Viernes,9,Travesía,Otro,Colisión frontolateral,Buen tiempo,Pleno día,1,0,0,1
1531,2019,Albacete,2,Miércoles,10,Travesía,Otro,Animal en calzada,Buen tiempo,Pleno día,1,0,0,1
1532,2019,Albacete,2,Jueves,12,Travesía,Calle peatonal,Colisión frontolateral,Buen tiempo,Pleno día,1,0,0,1
1533,2019,Albacete,3,Sábado,13,Travesía,Otro,Colisión frontolateral,Buen tiempo,Pleno día,1,0,0,1
1534,2019,Albacete,3,Sábado,22,Zona interurbana,Vía urbana,Se desconoce,Buen tiempo,Se desconoce,2,0,0,2
1535,2019,Albacete,3,Jueves,17,Travesía,Otro,Colisión por alcance,Buen tiempo,Pleno día,2,0,0,2
1536,2019,Albacete,3,Viernes,18,Travesía,Otro,Choque obstáculo lateral,Buen tiempo,Pleno día,1,0,0,1
1537,2019,Albacete,4,Viernes,14,Travesía,Otro,Colisión por alcance,Granizo,Pleno día,1,0,0,1
1538,2019,Albacete,6,Lunes,19,Travesía,Otro,Colisión por alcance,Buen tiempo,Pleno día,2,0,0,2
1539,2019,Albacete,7,Domingo,10,Zona interurbana,Vía urbana,Atropello a ciclista,Buen tiempo,Pleno día,2,0,1,1
1540,2019,Albacete,7,Miércoles,15,Travesía,Otro,Colisión frontolateral,Buen tiempo,Pleno día,1,0,0,1
1541,2019,Albacete,8,Miércoles,10,Travesía,Otro,Colisión frontolateral,Buen tiempo,Pleno día,1,0,0,1
1542,2019,Albacete,7,Viernes,12,Travesía,Otro,Choque obstáculo lateral,Buen tiempo,Pleno día,1,0,1,0
1543,2019,Albacete,7,Domingo,15,Travesía,Otro,Choque obstáculo lateral,Buen tiempo,Pleno día,1,0,0,1
1544,2019,Albacete,7,Viernes,11,Travesía,Otro,Colisión por alcance,Buen tiempo,Pleno día,2,0,0,2
1545,2019,Albacete,8,Domingo,13,Zona interurbana,Vía urbana,Salida vía izquierda,Buen tiempo,Pleno día,6,0,2,4
1546,2019,Albacete,7,Domingo,10,Travesía,Otro urbano,Animal en calzada,Buen tiempo,Pleno día,1,0,0,1
1547,2019,Albacete,7,Lunes,20,Travesía,Otro,Colisión frontolateral,Buen tiempo,Pleno día,2,0,0,2
1548,2019,Albacete,8,Viernes,12,Travesía,Otro,Choque obstáculo lateral,Buen tiempo,Pleno día,1,0,0,1
1549,2019,Albacete,8,Sábado,18,Travesía,Otro,Colisión frontolateral,Buen tiempo,Pleno día,1,0,0,1
1550,2019,Albacete,8,Lunes,12,Travesía,Otro urbano,Colisión frontolateral,Buen tiempo,Pleno día,1,0,0,1
1551,2019,Albacete,8,Miércoles,12,Travesía,Otro urbano,Colisión frontolateral,Granizo,Pleno día,1,0,0,1
1552,2019,Albacete,8,Jueves,17,Travesía,Otro,Colisión lateral,Buen tiempo,Pleno día,2,0,0,2
1553,2019,Albacete,8,Sábado,13,Travesía,Otro urbano,Colisión por alcance,Buen tiempo,Pleno día,1,0,0,1
1554,2019,Albacete,8,Viernes,0,Travesía,Otro urbano,Choque con bordillo,Buen tiempo,Noche sin iluminación,1,0,0,1
1555,2019,Albacete,8,Sábado,12,Travesía,Otro urbano,Colisión frontolateral,Buen tiempo,Pleno día,1,0,0,1
1556,2019,Albacete,9,Viernes,8,Travesía,Otro,Choque obstáculo lateral,Lluvia,Pleno día,1,0,0,1
1557,2019,Albacete,9,Miércoles,15,Zona interurbana,Vía urbana,Colisión frontal,Buen tiempo,Pleno día,2,0,2,0
1558,2019,Albacete,9,Martes,18,Travesía,Otro,Colisión por alcance,Buen tiempo,Pleno día,1,0,0,1
1559,2019,Albacete,9,Miércoles,11,Travesía,Otro,Choque obstáculo lateral,Buen tiempo,Pleno día,1,0,0,1
1560,2019,Albacete,9,Sábado,23,Zona interurbana,Vía urbana,Se desconoce,Buen tiempo,Se desconoce,1,0,1,0
1561,2019,Albacete,10,Miércoles,16,Zona interurbana,Vía urbana,Colisión por alcance,Buen tiempo,Pleno día,2,0,0,2
1562,2019,Albacete,9,Sábado,10,Travesía,Otro,Choque obstáculo lateral,Buen tiempo,Pleno día,1,0,0,1
1563,2019,Albacete,9,Domingo,11,Travesía,Otro,Colisión lateral,Buen tiempo,Pleno día,1,0,0,1
1564,2019,Albacete,10,Lunes,17,Travesía,Otro,Colisión frontolateral,Buen tiempo,Pleno día,2,0,0,2
1565,2019,Albacete,10,Lunes,13,Travesía,Otro,Colisión por alcance,Buen tiempo,Pleno día,1,0,0,1
1566,2019,Albacete,10,Jueves,17,Travesía,Otro,Colisión frontolateral,Buen tiempo,Pleno día,1,0,0,1
1567,2019,Albacete,9,Miércoles,11,Travesía,Otro,Colisión frontolateral,Buen tiempo,Pleno día,2,0,0,2
1568,2019,Albacete,10,Jueves,6,Zona interurbana,Vía urbana,Atropello a ciclista,Buen tiempo,Noche sin iluminación,1,0,0,1
1569,2019,Albacete,10,Miércoles,20,Travesía,Otro,Colisión frontolateral,Buen tiempo,Noche sin iluminación,1,0,0,1
1570,2019,Albacete,10,Jueves,14,Travesía,Otro,Choque obstáculo lateral,Buen tiempo,Pleno día,1,0,0,1
1571,2019,Albacete,11,Martes,13,Travesía,Otro,Colisión por alcance,Buen tiempo,Pleno día,1,0,0,1
1572,2019,Albacete,11,Sábado,20,Travesía,Otro,Colisión frontolateral,Buen tiempo,Noche sin iluminación,1,0,0,1
1573,2019,Albacete,11,Viernes,20,Zona interurbana,Vía urbana,Se desconoce,Lluvia,Se desconoce,1,0,0,1
1574,2019,Albacete,11,Viernes,21,Travesía,Otro,Colisión frontal,Buen tiempo,Noche sin iluminación,3,0,0,3
1575,2019,Albacete,11,Sábado,21,Travesía,Otro,Choque obstáculo lateral,Buen tiempo,Noche sin iluminación,1,0,1,0
1576,2019,Albacete,11,Domingo,14,Travesía,Otro,Colisión frontolateral,Buen tiempo,Pleno día,2,0,0,2
1577,2019,Albacete,12,Jueves,16,Travesía,Otro,Colisión frontolateral,Buen tiempo,Pleno día,1,0,0,1
1578,2019,Albacete,2,Domingo,15,Zona interurbana,Vía urbana,Colisión por alcance,Buen tiempo,Pleno día,1,0,0,1
1579,2019,Albacete,12,Lunes,14,Zona interurbana,Otro urbano,Colisión frontolateral,Buen tiempo,Pleno día,3,0,1,2
1580,2019,Albacete,8,Viernes,16,Zona interurbana,Vía convencional,Caída de ocupante,Buen tiempo,Pleno día,3,0,0,3
1581,2019,Albacete,12,Sábado,18,Zona interurbana,Vía urbana,Animal en calzada,Buen tiempo,Noche sin iluminación,1,0,0,1
1582,2019,Albacete,3,Lunes,18,Zona interurbana,Vía urbana,Atropello a peatón,Buen tiempo,Pleno día,1,0,1,0
1583,2019,Albacete,5,Domingo,15,Zona urbana,Vía urbana,Choque obstáculo lateral,Buen tiempo,Pleno día,1,0,0,1
1584,2019,Albacete,11,Domingo,17,Zona interurbana,Vía urbana,Colisión frontolateral,Buen tiempo,Pleno día,2,0,0,2
1585,2019,Albacete,7,Domingo,9,Zona urbana,Vía urbana,Colisión frontolateral,Buen tiempo,Pleno día,2,0,1,1
1586,2019,Albacete,11,Jueves,13,Travesía,Otro,Colisión frontolateral,Buen tiempo,Pleno día,1,0,0,1
1587,2019,Albacete,8,Martes,12,Travesía,Otro,Colisión frontolateral,Buen tiempo,Pleno día,2,0,0,2
1588,2019,Albacete,7,Domingo,9,Zona interurbana,Vía urbana,Atropello a peatón,Buen tiempo,Pleno día,1,0,1,0
1589,2019,Albacete,9,Domingo,12,Zona interurbana,Vía urbana,Otro tipo,Buen tiempo,Pleno día,1,0,0,1
1590,2019,Albacete,3,Jueves,21,Zona interurbana,Vía urbana,Se desconoce,Buen tiempo,Se desconoce,1,0,0,1
1591,2019,Albacete,3,Domingo,19,Zona interurbana,Vía urbana,Caída de ocupante,Granizo,Pleno día,1,0,0,1
1592,2019,Albacete,11,Lunes,5,Zona interurbana,Vía urbana,Atropello a ciclista,Buen tiempo,Se desconoce,2,0,0,2
1593,2019,Albacete,10,Sábado,3,Zona interurbana,Vía urbana,Atropello a ciclista,Buen tiempo,Se desconoce,1,0,0,1
1594,2019,Albacete,5,Domingo,18,Zona interurbana,Vía urbana,Colisión por alcance,Buen tiempo,Pleno día,2,1,0,1
1595,2019,Albacete,8,Jueves,20,Zona interurbana,Vía urbana,Colisión lateral,Buen tiempo,Pleno día,4,0,0,4
1596,2019,Albacete,4,Martes,7,Zona interurbana,Calle,Colisión frontal,Buen tiempo,Pleno día,1,1,0,0
1597,2019,Albacete,5,Jueves,11,Zona interurbana,Vía urbana,Atropello a peatón,Buen tiempo,Pleno día,1,0,0,1
1598,2019,Albacete,10,Miércoles,15,Zona interurbana,Vía urbana,Colisión frontal,Buen tiempo,Pleno día,1,1,0,0
1599,2019,Albacete,8,Jueves,8,Zona interurbana,Calle,Se desconoce,Buen tiempo,Se desconoce,1,1,0,0
1600,2019,Albacete,9,Viernes,10,Zona interurbana,Vía urbana,Choque con bordillo,Buen tiempo,Pleno día,1,0,0,1
1601,2019,Albacete,4,Sábado,10,Zona interurbana,Calle,Animal en calzada,Buen tiempo,Pleno día,1,0,0,1
1602,2019,Albacete,12,Viernes,17,Zona interurbana,Vía urbana,Colisión frontolateral,Buen tiempo,Pleno día,1,0,0,1
1603,2019,Albacete,3,Domingo,17,Zona interurbana,Vía urbana,Salida vía izquierda,Lluvia,Pleno día,1,0,1,0
1604,2019,Albacete,1,Miércoles,0,Travesía,Otro,Colisión lateral,Buen tiempo,Noche sin iluminación,1,0,0,1
1605,2019,Albacete,1,Martes,7,Zona interurbana,Vía convencional,Atropello a peatón,Buen tiempo,Se desconoce,1,0,1,0
1606,2019,Albacete,2,Domingo,8,Zona interurbana,Vía urbana,Se desconoce,Buen tiempo,Pleno día,1,0,0,1
1607,2019,Albacete,5,Sábado,12,Zona interurbana,Vía urbana,Colisión frontolateral,Buen tiempo,Pleno día,1,0,0,1
1608,2019,Albacete,7,Viernes,4,Zona interurbana,Vía convencional,Colisión por alcance,Buen tiempo,Se desconoce,9,0,0,9
1609,2019,Albacete,8,Jueves,10,Travesía,Otro,Colisión frontolateral,Otro,Pleno día,1,0,0,1
1610,2019,Albacete,9,Domingo,6,Travesía,Otro urbano,Salida vía izquierda,Buen tiempo,Noche sin iluminación,2,0,0,2
1611,2019,Albacete,9,Viernes,14,Travesía,Otro,Colisión frontolateral,Buen tiempo,Pleno día,1,0,0,1
1612,2019,Albacete,10,Viernes,22,Zona interurbana,Vía urbana,Colisión frontolateral,Buen tiempo,Se desconoce,2,0,1,1
1613,2019,Albacete,11,Miércoles,8,Zona interurbana,Vía urbana,Caída de ocupante,Buen tiempo,Pleno día,1,0,1,0
1614,2019,Albacete,11,Lunes,10,Zona interurbana,Vía urbana,Se desconoce,Lluvia,Pleno día,1,0,0,1
1615,2019,Albacete,12,Miércoles,12,Zona interurbana,Vía convencional,Salida vía izquierda,Lluvia,Pleno día,1,0,0,1
1616,2019,Albacete,11,Sábado,21,Travesía,Otro,Colisión frontolateral,Otro,Noche sin iluminación,1,0,0,1
1617,2019,Albacete,12,Viernes,19,Zona interurbana,Vía urbana,Colisión frontolateral,Lluvia,Se desconoce,2,0,0,2
1618,2019,Albacete,4,Lunes,19,Zona interurbana,Vía urbana,Colisión por alcance,Buen tiempo,Pleno día,4,0,0,4
1619,2019,Albacete,10,Martes,16,Zona interurbana,Vía urbana,Colisión por alcance,Buen tiempo,Pleno día,1,0,0,1
1620,2019,Albacete,12,Domingo,12,Zona interurbana,Calle,Vuelco en calzada,Buen tiempo,Pleno día,1,0,1,0
1621,2019,Albacete,12,Sábado,3,Zona interurbana,Vía urbana,Choque obstáculo lateral,Lluvia,Se desconoce,2,0,0,2
1622,2019,Albacete,8,Sábado,16,Zona interurbana,Vía urbana,Caída de ocupante,Buen tiempo,Pleno día,1,0,0,1
1623,2019,Albacete,1,Viernes,3,Zona interurbana,Vía urbana,Caída de ocupante,Buen tiempo,Se desconoce,2,0,1,1
1624,2019,Albacete,3,Jueves,7,Zona interurbana,Vía urbana,Colisión frontolateral,Buen tiempo,Pleno día,3,1,1,1
1625,2019,Albacete,4,Domingo,21,Travesía,Otro,Colisión frontolateral,Buen tiempo,Noche sin iluminación,2,0,0,2
1626,2019,Albacete,10,Viernes,12,Zona interurbana,Vía urbana,Atropello a ciclista,Buen tiempo,Pleno día,1,0,0,1
1627,2019,Albacete,10,Jueves,13,Travesía,Otro,Choque obstáculo lateral,Buen tiempo,Pleno día,1,0,0,1
1628,2019,Albacete,1,Domingo,15,Travesía,Otro,Choque obstáculo lateral,Buen tiempo,Pleno día,1,0,0,1
1629,2019,Albacete,3,Miércoles,13,Travesía,Otro,Choque obstáculo lateral,Buen tiempo,Pleno día,2,0,0,2
1630,2019,Albacete,3,Domingo,17,Zona interurbana,Vía urbana,Colisión múltiple,Buen tiempo,Pleno día,2,0,0,2
1631,2019,Albacete,5,Martes,9,Travesía,Otro,Caída de ocupante,Buen tiempo,Pleno día,1,0,1,0
1632,2019,Albacete,5,Miércoles,20,Travesía,Otro urbano,Choque obstáculo lateral,Buen tiempo,Pleno día,1,1,0,0
1633,2019,Albacete,6,Domingo,23,Travesía,Otro,Colisión frontal,Buen tiempo,Noche sin iluminación,1,0,0,1
1634,2019,Albacete,6,Miércoles,12,Travesía,Otro,Choque obstáculo lateral,Buen tiempo,Pleno día,1,0,0,1
1635,2019,Albacete,7,Domingo,22,Zona interurbana,Vía convencional,Colisión por alcance,Buen tiempo,Se desconoce,1,0,0,1
1636,2019,Albacete,8,Sábado,7,Travesía,Otro,Colisión frontolateral,Buen tiempo,Pleno día,1,0,0,1
1637,2019,Albacete,10,Sábado,13,Zona interurbana,Vía urbana,Se desconoce,Buen tiempo,Pleno día,1,0,0,1
