ID_ACCIDENTE,AÑO,PROVINCIA,MES,DIA_SEMANA,HORA,ZONA,TIPO_VIA,TIPO_ACCIDENTE,CONDICION_METEO,CONDICION_ILUMINACION,TOTAL_VICTIMAS,FALLECIDOS_24H,HERIDOS_GRAVES,HERIDOS_LEVES
1,2019,Álava,2,Jueves,8,Zona interurbana,Vía urbana,Colisión frontolateral,Buen tiempo,Pleno día,2,0,1,1
2,2019,Álava,6,Lunes,10,Zona interurbana,Vía urbana,Colisión frontolateral,Buen tiempo,Pleno día,2,0,1,1
3,2019,Álava,7,Viernes,16,Zona interurbana,Vía urbana,Colisión frontolateral,Buen tiempo,Pleno día,2,0,1,1
4,2019,Álava,11,Martes,10,Zona interurbana,Vía urbana,Colisión frontolateral,Lluvia,Pleno día,1,0,1,0
5,2019,Álava,2,Viernes,16,Zona interurbana,Vía urbana,Colisión por alcance,Buen tiempo,Pleno día,1,0,0,1
6,2019,Álava,2,Sábado,8,Zona interurbana,Vía urbana,Caída de motociclista,Buen tiempo,Pleno día,5,0,0,5
7,2019,Álava,3,Sábado,12,Zona interurbana,Vía urbana,Animal en calzada,Buen tiempo,Pleno día,1,0,0,1
8,2019,Álava,3,Lunes,12,Zona interurbana,Calle,Objeto desprendido,Buen tiempo,Pleno día,1,0,0,1
9,2019,Álava,7,Sábado,11,Zona interurbana,Otro urbano,Atropello a peatón,Granizo,Pleno día,1,0,0,1
10,2019,Álava,8,Jueves,9,Zona interurbana,Autopista,Caída de motociclista,Buen tiempo,Pleno día,2,0,0,2
11,2019,Álava,9,Domingo,13,Zona interurbana,Vía urbana,Caída de motociclista,Lluvia,Pleno día,1,0,1,0
12,2019,Álava,9,Domingo,11,Zona interurbana,Vía urbana,Colisión frontolateral,Buen tiempo,Pleno día,2,0,2,0
13,2019,Álava,10,Martes,12,Zona interurbana,Vía urbana,Choque obstáculo calzada,Buen tiempo,Pleno día,1,0,1,0
14,2019,Álava,12,Lunes,23,Zona interurbana,Autopista,Choque obstáculo calzada,Granizo,Se desconoce,2,0,0,2
15,2019,Álava,12,Miércoles,15,Zona interurbana,Autopista,Choque obstáculo calzada,Buen tiempo,Pleno día,1,0,0,1
16,2019,Álava,12,Domingo,22,Travesía,Otro,Objeto desprendido,Lluvia,Noche sin iluminación,1,0,0,1
17,2019,Álava,4,Lunes,12,Zona interurbana,Vía urbana,Animal en calzada,Buen tiempo,Pleno día,1,0,0,1
18,2019,Álava,2,Sábado,14,Zona interurbana,Vía urbana,Choque obstáculo calzada,Buen tiempo,Pleno día,1,0,0,1
19,2019,Álava,4,Viernes,18,Travesía,Otro,Colisión frontal,Buen tiempo,Pleno día,1,0,0,1
20,2019,Álava,5,Sábado,13,Zona interurbana,Camino vecinal,Colisión frontolateral,Buen tiempo,Pleno día,1,0,0,1
21,2019,Álava,8,Lunes,18,Zona interurbana,Vía urbana,Objeto desprendido,Lluvia,Pleno día,1,0,0,1
22,2019,Álava,9,Jueves,14,Zona interurbana,Otro urbano,Colisión frontolateral,Buen tiempo,Pleno día,1,0,0,1
23,2019,Álava,11,Miércoles,12,Travesía,Otro,Choque obstáculo lateral,Buen tiempo,Pleno día,1,0,0,1
24,2019,Álava,3,Jueves,13,Zona interurbana,Vía urbana,Colisión por alcance,Buen tiempo,Pleno día,3,0,0,3
25,2019,Álava,12,Lunes,22,Zona interurbana,Ramal/enlace,Colisión por alcance,Lluvia,Se desconoce,3,0,0,3
26,2019,Álava,1,Jueves,19,Zona interurbana,Vía urbana,Caída de motociclista,Lluvia,Se desconoce,1,0,0,1
27,2019,Álava,2,Domingo,19,Zona interurbana,Vía convencional,Colisión por alcance,Buen tiempo,Se desconoce,5,0,0,5
28,2019,Álava,3,Domingo,14,Zona interurbana,Área de servicio,Animal en calzada,Buen tiempo,Pleno día,1,0,0,1
29,2019,Álava,3,Sábado,16,Zona interurbana,Vía urbana,Colisión frontolateral,Buen tiempo,Pleno día,1,1,0,0
30,2019,Álava,3,Sábado,12,Zona interurbana,Vía urbana,Objeto desprendido,Buen tiempo,Pleno día,1,0,0,1
31,2019,Álava,3,Viernes,14,Zona interurbana,Autovía,Objeto desprendido,Buen tiempo,Pleno día,1,0,1,0
32,2019,Álava,4,Domingo,12,Zona interurbana,Área de servicio,Animal en calzada,Buen tiempo,Pleno día,1,0,0,1
33,2019,Álava,4,Sábado,19,Zona interurbana,Vía urbana,Atropello a peatón,Buen tiempo,Pleno día,1,0,0,1
34,2019,Álava,5,Jueves,9,Zona interurbana,Vía urbana,Animal en calzada,Buen tiempo,Pleno día,2,0,0,2
35,2019,Álava,6,Viernes,18,Zona interurbana,Vía urbana,Colisión frontolateral,Buen tiempo,Pleno día,1,0,0,1
36,2019,Álava,6,Domingo,18,Zona interurbana,Vía urbana,Animal en calzada,Buen tiempo,Pleno día,1,0,0,1
37,2019,Álava,6,Domingo,17,Zona interurbana,Vía urbana,Caída de motociclista,Lluvia,Pleno día,1,0,0,1
38,2019,Álava,7,Sábado,12,Zona interurbana,Vía urbana,Colisión múltiple,Buen tiempo,Pleno día,3,0,0,3
39,2019,Álava,7,Miércoles,18,Zona interurbana,Vía urbana,Colisión frontolateral,Buen tiempo,Pleno día,1,0,0,1
40,2019,Álava,7,Jueves,7,Zona interurbana,Autopista,Choque obstáculo calzada,Buen tiempo,Pleno día,1,0,1,0
41,2019,Álava,7,Jueves,21,Travesía,Rotonda,Choque obstáculo calzada,Buen tiempo,Pleno día,1,0,0,1
42,2019,Álava,7,Sábado,12,Zona interurbana,Otro urbano,Colisión lateral,Buen tiempo,Pleno día,1,0,0,1
43,2019,Álava,9,Viernes,18,Zona interurbana,Vía urbana,Choque con bordillo,Buen tiempo,Pleno día,1,0,0,1
44,2019,Álava,9,Miércoles,20,Zona interurbana,Vía urbana,Colisión frontolateral,Buen tiempo,Noche sin iluminación,4,0,0,4
45,2019,Álava,10,Viernes,8,Zona interurbana,Vía convencional,Colisión por alcance,Buen tiempo,Pleno día,3,0,1,2
46,2019,Álava,10,Viernes,16,Zona interurbana,Rotonda,Choque obstáculo calzada,Buen tiempo,Pleno día,1,0,0,1
47,2019,Álava,10,Jueves,17,Zona interurbana,Vía convencional,Caída de motociclista,Buen tiempo,Pleno día,1,0,1,0
48,2019,Álava,11,Sábado,14,Travesía,Otro,Objeto desprendido,Granizo,Pleno día,3,0,0,3
49,2019,Álava,11,Viernes,14,Zona interurbana,Vía urbana,Caída de motociclista,Granizo,Pleno día,1,0,0,1
50,2019,Álava,11,Jueves,14,Zona interurbana,Vía urbana,Atropello a peatón,Lluvia,Pleno día,1,0,0,1
51,2019,Álava,12,Sábado,18,Zona interurbana,Vía urbana,Caída de motociclista,Buen tiempo,Se desconoce,1,0,0,1
52,2019,Álava,12,Sábado,6,Zona interurbana,Autovía,Choque obstáculo calzada,Lluvia,Se desconoce,2,0,0,2
53,2019,Álava,1,Martes,13,Zona interurbana,Vía urbana,Objeto desprendido,Buen tiempo,Pleno día,1,0,0,1
54,2019,Álava,2,Viernes,16,Zona interurbana,Vía urbana,Colisión frontolateral,Buen tiempo,Pleno día,1,0,1,0
55,2019,Álava,3,Viernes,17,Travesía,Otro,Choque obstáculo lateral,Buen tiempo,Pleno día,1,0,1,0
56,2019,Álava,4,Viernes,7,Zona interurbana,Camino vecinal,Choque obstáculo lateral,Lluvia,Amanecer/Anochecer,1,1,0,0
57,2019,Álava,4,Viernes,17,Zona interurbana,Vía convencional,Choque obstáculo calzada,Buen tiempo,Pleno día,1,0,0,1
58,2019,Álava,5,Martes,17,Zona interurbana,Vía convencional,Colisión frontolateral,Buen tiempo,Pleno día,2,0,0,2
59,2019,Álava,6,Viernes,23,Travesía,Otro,Choque obstáculo lateral,Buen tiempo,Noche sin iluminación,2,0,0,2
60,2019,Álava,7,Lunes,11,Zona interurbana,Vía urbana,Atropello a peatón,Buen tiempo,Pleno día,1,0,0,1
61,2019,Álava,8,Viernes,13,Travesía,Otro,Colisión por alcance,Buen tiempo,Pleno día,2,0,0,2
62,2019,Álava,1,Martes,7,Zona interurbana,Camino vecinal,Caída de motociclista,Buen tiempo,Se desconoce,1,0,0,1
63,2019,Álava,1,Miércoles,22,Zona interurbana,Vía urbana,Atropello a peatón,Granizo,Se desconoce,1,0,0,1
64,2019,Álava,2,Jueves,22,Zona interurbana,Ramal/enlace,Colisión por alcance,Lluvia,Noche ilum. insuficiente,1,0,0,1
65,2019,Álava,2,Domingo,18,Zona interurbana,Vía urbana,Colisión por alcance,Buen tiempo,Amanecer/Anochecer,4,0,0,4
66,2019,Álava,3,Domingo,12,Zona interurbana,Vía urbana,Caída de motociclista,Buen tiempo,Pleno día,1,0,0,1
67,2019,Álava,4,Martes,12,Zona interurbana,Vía urbana,Colisión frontolateral,Buen tiempo,Pleno día,1,0,0,1
68,2019,Álava,5,Viernes,6,Zona interurbana,Vía urbana,Colisión frontolateral,Granizo,Se desconoce,2,0,0,2
69,2019,Álava,5,Viernes,17,Zona interurbana,Otro urbano,Animal en calzada,Buen tiempo,Pleno día,1,0,0,1
70,2019,Álava,7,Viernes,0,Zona interurbana,Vía urbana,Choque obstáculo calzada,Lluvia,Se desconoce,4,0,0,4
71,2019,Álava,8,Viernes,22,Zona interurbana,Vía urbana,Caída de motociclista,Buen tiempo,Se desconoce,1,0,0,1
72,2019,Álava,9,Miércoles,22,Zona interurbana,Vía urbana,Colisión por alcance,Buen tiempo,Noche sin iluminación,3,0,0,3
73,2019,Álava,9,Viernes,16,Zona interurbana,Vía urbana,Colisión por alcance,Buen tiempo,Pleno día,1,0,0,1
74,2019,Álava,11,Viernes,19,Zona interurbana,Vía urbana,Colisión frontolateral,Nieve,Se desconoce,2,0,0,2
75,2019,Álava,11,Lunes,2,Zona interurbana,Vía urbana,Caída de motociclista,Lluvia,Se desconoce,1,0,1,0
76,2019,Álava,11,Martes,22,Zona interurbana,Vía urbana,Colisión frontal,Lluvia,Se desconoce,2,0,2,0
77,2019,Álava,3,Viernes,18,Zona interurbana,Vía urbana,Colisión múltiple,Buen tiempo,Pleno día,1,0,0,1
78,2019,Álava,4,Martes,1,Zona interurbana,Vía convencional,Choque obstáculo calzada,Lluvia,Se desconoce,3,0,0,3
79,2019,Álava,4,Martes,18,Zona interurbana,Vía de servicio,Colisión frontolateral,Buen tiempo,Pleno día,1,0,1,0
80,2019,Álava,6,Domingo,12,Zona interurbana,Vía urbana,Colisión por alcance,Buen tiempo,Pleno día,1,0,1,0
81,2019,Álava,7,Lunes,12,Zona interurbana,Vía urbana,Colisión frontolateral,Buen tiempo,Pleno día,1,0,0,1
82,2019,Álava,7,Sábado,10,Zona interurbana,Vía convencional,Atropello a peatón,Lluvia,Pleno día,2,0,0,2
83,2019,Álava,8,Viernes,18,Zona interurbana,Otro urbano,Atropello a peatón,Buen tiempo,Pleno día,1,0,0,1
84,2019,Álava,8,Martes,16,Zona interurbana,Autovía,Colisión por alcance,Buen tiempo,Pleno día,2,0,2,0
85,2019,Álava,9,Sábado,9,Zona interurbana,Vía urbana,Animal en calzada,Buen tiempo,Pleno día,1,0,0,1
86,2019,Álava,12,Martes,15,Zona interurbana,Vía urbana,Colisión por alcance,Lluvia,Pleno día,1,0,1,0
87,2019,Álava,1,Viernes,15,Zona interurbana,Vía urbana,Colisión por alcance,Lluvia,Pleno día,3,0,1,2
88,2019,Álava,7,Lunes,17,Zona interurbana,Vía urbana,Colisión frontolateral,Buen tiempo,Pleno día,1,0,0,1
89,2019,Álava,10,Martes,16,Zona interurbana,Vía urbana,Atropello a peatón,Granizo,Pleno día,2,0,1,1
90,2019,Álava,4,Domingo,5,Zona interurbana,Vía urbana,Colisión frontal,Buen tiempo,Se desconoce,1,0,0,1
91,2019,Álava,6,Domingo,11,Zona interurbana,Vía urbana,Animal en calzada,Buen tiempo,Pleno día,1,0,0,1
92,2019,Álava,9,Domingo,13,Zona interurbana,Camino vecinal,Animal en calzada,Buen tiempo,Pleno día,1,0,0,1
93,2019,Álava,5,Viernes,15,Zona interurbana,Vía urbana,Atropello a peatón,Lluvia,Pleno día,1,0,0,1
94,2019,Álava,6,Domingo,14,Zona interurbana,Camino vecinal,Atropello a peatón,Buen tiempo,Pleno día,1,0,0,1
95,2019,Álava,9,Sábado,5,Zona interurbana,Vía urbana,Atropello a peatón,Lluvia,Se desconoce,1,0,0,1
96,2019,Álava,9,Jueves,8,Zona interurbana,Vía urbana,Choque obstáculo calzada,Lluvia,Pleno día,1,0,0,1
97,2019,Álava,1,Sábado,10,Zona interurbana,Vía urbana,Colisión frontolateral,Buen tiempo,Pleno día,1,0,0,1
98,2019,Álava,2,Jueves,7,Zona interurbana,Vía urbana,Colisión frontolateral,Buen tiempo,Pleno día,1,0,0,1
99,2019,Álava,3,Viernes,15,Zona interurbana,Vía urbana,Colisión frontolateral,Buen tiempo,Pleno día,2,0,0,2
100,2019,Álava,3,Viernes,15,Zona interurbana,Vía convencional,Caída de motociclista,Buen tiempo,Amanecer/Anochecer,1,0,0,1
101,2019,Álava,3,Viernes,16,Zona interurbana,Vía convencional,Objeto desprendido,Buen tiempo,Pleno día,2,0,2,0
102,2019,Álava,5,Sábado,9,Zona interurbana,Vía urbana,Animal en calzada,Lluvia,Pleno día,1,0,0,1
103,2019,Álava,6,Sábado,13,Travesía,Otro urbano,Animal en calzada,Buen tiempo,Pleno día,1,0,1,0
104,2019,Álava,6,Lunes,19,Travesía,Otro urbano,Atropello a peatón,Lluvia,Pleno día,1,0,0,1
105,2019,Álava,8,Sábado,12,Zona interurbana,Vía convencional,Colisión por alcance,Buen tiempo,Pleno día,1,0,0,1
106,2019,Álava,8,Sábado,11,Zona interurbana,Vía urbana,Animal en calzada,Buen tiempo,Pleno día,1,0,0,1
107,2019,Álava,10,Lunes,12,Zona interurbana,Autopista,Colisión por alcance,Lluvia,Pleno día,2,0,0,2
108,2019,Álava,11,Sábado,17,Travesía,Calle peatonal,Colisión frontal,Nieve,Noche sin iluminación,1,0,0,1
109,2019,Álava,12,Lunes,16,Travesía,Calle peatonal,Colisión frontolateral,Buen tiempo,Pleno día,3,0,0,3
110,2019,Álava,7,Lunes,23,Zona interurbana,Vía urbana,Choque obstáculo lateral,Buen tiempo,Se desconoce,1,0,0,1
111,2019,Álava,1,Miércoles,7,Zona interurbana,Autopista,Choque obstáculo calzada,Granizo,Se desconoce,1,0,0,1
112,2019,Álava,2,Viernes,17,Zona interurbana,Autopista,Choque obstáculo calzada,Buen tiempo,Pleno día,3,0,0,3
113,2019,Álava,5,Miércoles,8,Zona interurbana,Autopista,Colisión por alcance,Buen tiempo,Pleno día,3,0,0,3
114,2019,Álava,7,Domingo,10,Zona interurbana,Vía urbana,Animal en calzada,Buen tiempo,Pleno día,1,0,0,1
115,2019,Álava,11,Sábado,14,Zona interurbana,Autopista,Choque obstáculo calzada,Nieve,Pleno día,1,0,0,1
116,2019,Álava,12,Sábado,23,Zona interurbana,Autopista,Objeto desprendido,Lluvia,Se desconoce,1,0,0,1
117,2019,Álava,1,Jueves,5,Zona interurbana,Vía convencional,Choque obstáculo calzada,Buen tiempo,Se desconoce,1,0,0,1
118,2019,Álava,3,Sábado,12,Zona interurbana,Vía urbana,Colisión por alcance,Buen tiempo,Pleno día,2,0,0,2
119,2019,Álava,4,Domingo,9,Zona interurbana,Vía urbana,Animal en calzada,Buen tiempo,Pleno día,1,0,0,1
120,2019,Álava,8,Miércoles,12,Zona interurbana,Vía urbana,Colisión por alcance,Buen tiempo,Pleno día,1,0,1,0
121,2019,Álava,8,Domingo,13,Zona interurbana,Vía convencional,Animal en calzada,Buen tiempo,Pleno día,1,0,0,1
122,2019,Álava,11,Lunes,9,Zona interurbana,Vía convencional,Caída de motociclista,Buen tiempo,Pleno día,1,0,0,1
123,2019,Álava,10,Sábado,16,Zona interurbana,Vía urbana,Animal en calzada,Buen tiempo,Noche con iluminación,1,0,1,0
124,2019,Álava,1,Jueves,11,Zona interurbana,Autovía,Atropello a peatón,Granizo,Pleno día,1,0,0,1
125,2019,Álava,4,Lunes,21,Zona interurbana,Vía convencional,Colisión lateral,Buen tiempo,Se desconoce,1,0,0,1
126,2019,Álava,5,Lunes,14,Zona interurbana,Vía convencional,Choque obstáculo calzada,Buen tiempo,Pleno día,1,0,0,1
127,2019,Álava,7,Sábado,9,Zona interurbana,Vía convencional,Objeto desprendido,Buen tiempo,Pleno día,1,0,0,1
128,2019,Álava,10,Miércoles,10,Zona interurbana,Vía urbana,Animal en calzada,Lluvia,Pleno día,1,0,0,1
129,2019,Álava,11,Jueves,18,Zona interurbana,Vía convencional,Colisión por alcance,Lluvia,Se desconoce,1,0,0,1
130,2019,Álava,12,Domingo,8,Zona interurbana,Vía convencional,Atropello a peatón,Lluvia,Amanecer/Anochecer,1,0,0,1
131,2019,Álava,4,Lunes,14,Zona interurbana,Vía urbana,Colisión frontolateral,Lluvia,Pleno día,1,0,0,1
132,2019,Álava,9,Lunes,7,Zona interurbana,Vía urbana,Colisión frontolateral,Buen tiempo,Pleno día,1,0,0,1
133,2019,Álava,11,Lunes,12,Zona interurbana,Vía urbana,Colisión por alcance,Granizo,Pleno día,1,0,0,1
134,2019,Álava,11,Viernes,16,Travesía,Otro urbano,Choque obstáculo lateral,Lluvia,Pleno día,1,0,0,1
135,2019,Álava,4,Sábado,12,Zona interurbana,Vía urbana,Colisión lateral,Buen tiempo,Pleno día,1,0,1,0
136,2019,Álava,6,Domingo,10,Zona interurbana,Calle,Animal en calzada,Buen tiempo,Pleno día,1,0,0,1
137,2019,Álava,2,Domingo,19,Zona interurbana,Vía urbana,Choque obstáculo lateral,Lluvia,Noche sin iluminación,1,1,0,0
138,2019,Álava,2,Sábado,20,Zona interurbana,Vía urbana,Colisión frontolateral,Buen tiempo,Se desconoce,4,0,1,3
139,2019,Álava,3,Sábado,16,Zona interurbana,Vía urbana,Caída de motociclista,Buen tiempo,Pleno día,1,1,0,0
140,2019,Álava,3,Sábado,14,Zona interurbana,Vía urbana,Colisión por alcance,Buen tiempo,Pleno día,3,0,0,3
141,2019,Álava,4,Miércoles,14,Zona interurbana,Camino vecinal,Animal en calzada,Lluvia,Pleno día,1,0,0,1
142,2019,Álava,4,Domingo,1,Zona interurbana,Vía urbana,Objeto desprendido,Lluvia,Se desconoce,1,0,0,1
143,2019,Álava,4,Domingo,9,Zona interurbana,Camino vecinal,Animal en calzada,Lluvia,Pleno día,1,0,0,1
144,2019,Álava,5,Jueves,11,Zona interurbana,Vía urbana,Objeto desprendido,Lluvia,Pleno día,1,0,0,1
145,2019,Álava,5,Lunes,8,Zona interurbana,Vía urbana,Colisión frontolateral,Buen tiempo,Pleno día,2,0,0,2
146,2019,Álava,6,Sábado,18,Zona interurbana,Vía urbana,Colisión por alcance,Buen tiempo,Pleno día,3,0,0,3
147,2019,Álava,6,Domingo,5,Zona interurbana,Vía urbana,Atropello a peatón,Buen tiempo,Se desconoce,1,0,0,1
148,2019,Álava,8,Sábado,20,Travesía,Otro,Objeto desprendido,Buen tiempo,Pleno día,1,0,0,1
149,2019,Álava,10,Miércoles,13,Zona interurbana,Vía urbana,Caída de motociclista,Buen tiempo,Pleno día,1,0,0,1
150,2019,Álava,10,Miércoles,13,Zona interurbana,Vía urbana,Objeto desprendido,Buen tiempo,Pleno día,1,0,0,1
151,2019,Álava,10,Domingo,15,Travesía,Otro urbano,Objeto desprendido,Buen tiempo,Pleno día,2,0,0,2
152,2019,Álava,11,Miércoles,17,Zona interurbana,Vía urbana,Colisión frontolateral,Lluvia,Pleno día,1,0,0,1
153,2019,Álava,2,Miércoles,21,Zona interurbana,Vía urbana,Choque obstáculo calzada,Buen tiempo,Se desconoce,1,0,0,1
154,2019,Álava,8,Viernes,17,Zona interurbana,Vía urbana,Colisión frontolateral,Buen tiempo,Pleno día,2,0,0,2
155,2019,Álava,11,Viernes,13,Zona interurbana,Vía urbana,Colisión frontolateral,Buen tiempo,Pleno día,2,0,0,2
156,2019,Álava,1,Jueves,13,Travesía,Otro,Objeto desprendido,Granizo,Pleno día,1,0,0,1
157,2019,Álava,12,Martes,8,Zona interurbana,Vía urbana,Colisión por alcance,Buen tiempo,Pleno día,8,0,0,8
158,2019,Álava,1,Martes,23,Travesía,Otro,Objeto desprendido,Lluvia,Noche sin iluminación,1,0,0,1
159,2019,Álava,1,Miércoles,8,Zona interurbana,Vía de servicio,Caída de motociclista,Granizo,Pleno día,1,0,0,1
160,2019,Álava,1,Jueves,20,Zona interurbana,Vía urbana,Colisión por alcance,Nieve,Se desconoce,3,0,0,3
161,2019,Álava,5,Lunes,10,Zona interurbana,Vía urbana,Colisión frontal,Buen tiempo,Pleno día,2,0,1,1
162,2019,Álava,5,Sábado,20,Zona interurbana,Camino vecinal,Colisión lateral,Buen tiempo,Pleno día,1,0,1,0
163,2019,Álava,11,Jueves,12,Zona interurbana,Vía urbana,Colisión frontal,Buen tiempo,Pleno día,2,0,0,2
164,2019,Álava,1,Jueves,20,Zona interurbana,Vía urbana,Choque obstáculo lateral,Buen tiempo,Noche sin iluminación,1,0,1,0
165,2019,Álava,2,Domingo,12,Zona interurbana,Vía urbana,Animal en calzada,Buen tiempo,Pleno día,1,0,0,1
166,2019,Álava,6,Domingo,5,Zona interurbana,Vía urbana,Caída de motociclista,Buen tiempo,Amanecer/Anochecer,1,0,0,1
167,2019,Álava,1,Martes,9,Zona interurbana,Vía urbana,Choque obstáculo calzada,Lluvia,Pleno día,2,0,0,2
168,2019,Álava,4,Domingo,11,Zona interurbana,Vía urbana,Objeto desprendido,Buen tiempo,Pleno día,1,0,0,1
169,2019,Álava,5,Jueves,14,Zona interurbana,Vía urbana,Colisión frontolateral,Lluvia,Pleno día,1,0,0,1
170,2019,Álava,4,Martes,21,Travesía,Otro urbano,Colisión por alcance,Buen tiempo,Pleno día,2,0,0,2
171,2019,Álava,5,Miércoles,15,Zona interurbana,Vía urbana,Atropello a peatón,Buen tiempo,Pleno día,1,0,0,1
172,2019,Álava,2,Domingo,13,Zona interurbana,Vía urbana,Atropello a peatón,Lluvia,Pleno día,1,0,0,1
173,2019,Álava,2,Jueves,18,Travesía,Otro,Colisión por alcance,Buen tiempo,Noche sin iluminación,1,0,0,1
174,2019,Álava,7,Jueves,19,Zona interurbana,Vía urbana,Colisión lateral,Buen tiempo,Pleno día,1,0,0,1
175,2019,Álava,8,Miércoles,12,Zona interurbana,Calle,Caída de motociclista,Buen tiempo,Pleno día,1,0,0,1
176,2019,Álava,8,Lunes,21,Travesía,Otro,Choque obstáculo lateral,Nieve,Noche sin iluminación,1,0,0,1
177,2019,Álava,10,Domingo,17,Zona interurbana,Vía urbana,Atropello a peatón,Buen tiempo,Pleno día,1,0,0,1
178,2019,Álava,11,Martes,13,Zona interurbana,Vía urbana,Caída de motociclista,Buen tiempo,Pleno día,1,0,0,1
179,2019,Álava,4,Sábado,10,Zona interurbana,Vía urbana,Animal en calzada,Buen tiempo,Pleno día,1,0,0,1
180,2019,Álava,5,Jueves,18,Zona interurbana,Vía urbana,Animal en calzada,Buen tiempo,Pleno día,1,0,1,0
181,2019,Álava,7,Sábado,11,Zona interurbana,Camino vecinal,Animal en calzada,Buen tiempo,Pleno día,1,0,0,1
182,2019,Álava,9,Sábado,13,Zona interurbana,Vía urbana,Colisión lateral,Buen tiempo,Pleno día,1,0,0,1
183,2019,Álava,11,Domingo,17,Zona interurbana,Vía urbana,Colisión por alcance,Viento fuerte,Noche sin iluminación,1,0,0,1
184,2019,Álava,1,Jueves,15,Zona interurbana,Autopista,Choque obstáculo calzada,Lluvia,Pleno día,1,0,0,1
185,2019,Álava,2,Viernes,8,Zona interurbana,Autopista,Caída de motociclista,Lluvia,Amanecer/Anochecer,2,0,0,2
186,2019,Álava,3,Sábado,12,Zona interurbana,Vía urbana,Animal en calzada,Buen tiempo,Pleno día,1,0,0,1
187,2019,Álava,4,Jueves,22,Zona interurbana,Autopista,Choque obstáculo calzada,Granizo,Se desconoce,1,0,0,1
188,2019,Álava,6,Sábado,12,Zona interurbana,Vía urbana,Objeto desprendido,Buen tiempo,Pleno día,1,0,0,1
189,2019,Álava,7,Sábado,12,Zona interurbana,Vía urbana,Caída de motociclista,Buen tiempo,Pleno día,1,0,0,1
190,2019,Álava,7,Viernes,23,Travesía,Otro,Objeto desprendido,Buen tiempo,Pleno día,1,0,1,0
191,2019,Álava,7,Jueves,19,Zona interurbana,Autopista,Caída de motociclista,Granizo,Pleno día,1,0,0,1
192,2019,Álava,7,Sábado,15,Zona interurbana,Autopista,Choque obstáculo calzada,Granizo,Pleno día,1,0,0,1
193,2019,Álava,8,Viernes,20,Zona interurbana,Vía urbana,Animal en calzada,Buen tiempo,Pleno día,1,0,1,0
194,2019,Álava,11,Viernes,19,Zona interurbana,Autopista,Choque obstáculo calzada,Lluvia,Se desconoce,1,0,0,1
195,2019,Álava,12,Domingo,15,Zona interurbana,Autopista,Choque obstáculo calzada,Lluvia,Pleno día,1,0,0,1
196,2019,Álava,2,Jueves,17,Zona interurbana,Vía convencional,Colisión por alcance,Buen tiempo,Pleno día,2,0,0,2
197,2019,Álava,3,Lunes,18,Zona interurbana,Vía convencional,Colisión por alcance,Buen tiempo,Pleno día,2,0,0,2
198,2019,Álava,3,Martes,11,Zona interurbana,Calle,Objeto desprendido,Buen tiempo,Pleno día,2,0,0,2
199,2019,Álava,3,Sábado,16,Zona interurbana,Vía convencional,Colisión frontolateral,Buen tiempo,Pleno día,2,0,0,2
200,2019,Álava,6,Viernes,16,Zona interurbana,Autopista,Colisión por alcance,Buen tiempo,Pleno día,1,0,0,1
201,2019,Álava,7,Lunes,13,Zona interurbana,Autopista,Choque obstáculo calzada,Lluvia,Pleno día,1,0,0,1
202,2019,Álava,7,Miércoles,19,Zona interurbana,Vía convencional,Colisión frontolateral,Buen tiempo,Pleno día,1,0,0,1
203,2019,Álava,8,Miércoles,12,Travesía,Otro,Colisión por alcance,Buen tiempo,Pleno día,1,0,0,1
204,2019,Álava,9,Martes,7,Zona interurbana,Autopista,Choque obstáculo calzada,Buen tiempo,Pleno día,1,0,0,1
205,2019,Álava,10,Domingo,21,Zona interurbana,Autopista,Choque obstáculo calzada,Buen tiempo,Se desconoce,5,0,0,5
206,2019,Álava,11,Viernes,1,Zona interurbana,Autopista,Choque obstáculo calzada,Buen tiempo,Se desconoce,1,0,0,1
207,2019,Álava,11,Sábado,14,Zona interurbana,Autopista,Choque obstáculo calzada,Nieve,Pleno día,1,0,0,1
208,2019,Álava,12,Lunes,12,Zona interurbana,Vía convencional,Colisión por alcance,Buen tiempo,Pleno día,1,0,0,1
209,2019,Álava,12,Miércoles,14,Travesía,Otro,Objeto desprendido,Buen tiempo,Pleno día,1,0,0,1
210,2019,Álava,1,Miércoles,2,Zona interurbana,Vía convencional,Choque obstáculo calzada,Buen tiempo,Se desconoce,1,0,0,1
211,2019,Álava,1,Viernes,14,Zona interurbana,Vía convencional,Choque obstáculo calzada,Granizo,Pleno día,1,0,0,1
212,2019,Álava,3,Sábado,13,Zona interurbana,Vía urbana,Colisión frontolateral,Buen tiempo,Pleno día,2,0,0,2
213,2019,Álava,4,Domingo,19,Zona interurbana,Vía convencional,Colisión frontolateral,Buen tiempo,Pleno día,3,0,0,3
214,2019,Álava,4,Sábado,23,Zona interurbana,Camino vecinal,Caída de motociclista,Buen tiempo,Se desconoce,1,0,0,1
215,2019,Álava,5,Viernes,7,Travesía,Otro urbano,Animal en calzada,Lluvia,Amanecer/Anochecer,1,0,1,0
216,2019,Álava,5,Sábado,11,Zona interurbana,Vía urbana,Animal en calzada,Buen tiempo,Pleno día,1,0,0,1
217,2019,Álava,6,Lunes,12,Zona interurbana,Vía urbana,Colisión frontolateral,Buen tiempo,Pleno día,1,0,1,0
